modelo,precision,recall
SNA - Regresión Logística,0.10213165632146358,0.9940381558028617
SNA - Regresión Logística,0.10213582717360233,0.9940381558028617
SNA - Regresión Logística,0.10213999836641346,0.9940381558028617
SNA - Regresión Logística,0.10214416989993874,0.9940381558028617
SNA - Regresión Logística,0.1021483417742199,0.9940381558028617
SNA - Regresión Logística,0.1021525139892987,0.9940381558028617
SNA - Regresión Logística,0.1021566865452169,0.9940381558028617
SNA - Regresión Logística,0.10216085944201626,0.9940381558028617
SNA - Regresión Logística,0.10216503267973856,0.9940381558028617
SNA - Regresión Logística,0.10216920625842559,0.9940381558028617
SNA - Regresión Logística,0.10217338017811912,0.9940381558028617
SNA - Regresión Logística,0.10217755443886097,0.9940381558028617
SNA - Regresión Logística,0.10218172904069292,0.9940381558028617
SNA - Regresión Logística,0.10218590398365679,0.9940381558028617
SNA - Regresión Logística,0.1021900792677944,0.9940381558028617
SNA - Regresión Logística,0.10219425489314755,0.9940381558028617
SNA - Regresión Logística,0.10219843085975809,0.9940381558028617
SNA - Regresión Logística,0.10220260716766785,0.9940381558028617
SNA - Regresión Logística,0.10220678381691868,0.9940381558028617
SNA - Regresión Logística,0.10221096080755242,0.9940381558028617
SNA - Regresión Logística,0.10221513813961092,0.9940381558028617
SNA - Regresión Logística,0.10221931581313606,0.9940381558028617
SNA - Regresión Logística,0.1022234938281697,0.9940381558028617
SNA - Regresión Logística,0.10222767218475373,0.9940381558028617
SNA - Regresión Logística,0.10223185088293002,0.9940381558028617
SNA - Regresión Logística,0.10223602992274046,0.9940381558028617
SNA - Regresión Logística,0.10224020930422696,0.9940381558028617
SNA - Regresión Logística,0.10224438902743142,0.9940381558028617
SNA - Regresión Logística,0.10224856909239574,0.9940381558028617
SNA - Regresión Logística,0.10225274949916187,0.9940381558028617
SNA - Regresión Logística,0.10225693024777169,0.9940381558028617
SNA - Regresión Logística,0.10226111133826717,0.9940381558028617
SNA - Regresión Logística,0.10226529277069021,0.9940381558028617
SNA - Regresión Logística,0.10226947454508281,0.9940381558028617
SNA - Regresión Logística,0.10227365666148687,0.9940381558028617
SNA - Regresión Logística,0.10227783911994438,0.9940381558028617
SNA - Regresión Logística,0.1022820219204973,0.9940381558028617
SNA - Regresión Logística,0.1022862050631876,0.9940381558028617
SNA - Regresión Logística,0.10229038854805726,0.9940381558028617
SNA - Regresión Logística,0.10229457237514827,0.9940381558028617
SNA - Regresión Logística,0.10229875654450261,0.9940381558028617
SNA - Regresión Logística,0.1023029410561623,0.9940381558028617
SNA - Regresión Logística,0.10230712591016936,0.9940381558028617
SNA - Regresión Logística,0.10231131110656576,0.9940381558028617
SNA - Regresión Logística,0.10231549664539355,0.9940381558028617
SNA - Regresión Logística,0.10231968252669475,0.9940381558028617
SNA - Regresión Logística,0.10232386875051142,0.9940381558028617
SNA - Regresión Logística,0.10232805531688556,0.9940381558028617
SNA - Regresión Logística,0.10233224222585925,0.9940381558028617
SNA - Regresión Logística,0.10233642947747452,0.9940381558028617
SNA - Regresión Logística,0.10234061707177347,0.9940381558028617
SNA - Regresión Logística,0.10234480500879814,0.9940381558028617
SNA - Regresión Logística,0.10234899328859061,0.9940381558028617
SNA - Regresión Logística,0.10235318191119296,0.9940381558028617
SNA - Regresión Logística,0.1023573708766473,0.9940381558028617
SNA - Regresión Logística,0.1023615601849957,0.9940381558028617
SNA - Regresión Logística,0.10236574983628029,0.9940381558028617
SNA - Regresión Logística,0.10236993983054317,0.9940381558028617
SNA - Regresión Logística,0.10237413016782644,0.9940381558028617
SNA - Regresión Logística,0.10237832084817225,0.9940381558028617
